name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS DALIAN;9O6119;ARMANI JEANS;86-411-8360-4794;NEW MART SHOPPING MALL, 1F, NO.1 QINGSAN STR., ZHONGSHAN DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;DALIAN;RETAILER;20121001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS CHANGCHUN;9O611A;ARMANI JEANS;86-431-8958-0286;NO.1128, GONGNONG ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;CHANGCHUN;RETAILER;20130204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS WEIHAI;9O611F;ARMANI JEANS;86-631-588-9586;LEVEL 1, INZONE DEPARTMENT STORE, NO.1 SHICHANG STREET;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;WEIHAI;RETAILER;20130202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS YANTAI;9O611G;ARMANI JEANS;86-535-625-6578;2/F WEST AREA, ZHENHUA COMMERCIAL BUILDING, NO. 8 WEST STREET,ZHIFU DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;YANTAI;RETAILER;20130202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS JINAN;9O611H;ARMANI JEANS;;LEVEL 2, JINAN GUIHE PLAZA;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;JINAN;RETAILER;20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O611K;ARMANI JEANS;;LEVEL 1,COMMERCIAL CITY, NO. 212-214, ZHONGJIE ROAD, SHENHEDISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS DANDONG;9O611Q;ARMANI JEANS;;LEVEL 2, DANDONG MIRADOR INTERNATIONAL, JIANG CHENG STREET,LIAONING;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;DANDONG;RETAILER;20131001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS JILIN;9O611S;ARMANI JEANS;;A-22 LEVEL 1, OUYA COMMERCIAL CAPTIAL, NO.6, JIEFANG DONG ROAD, CHANGYI DISTRICT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;JILIN;RETAILER;20131201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KOLN;9O620S;ARMANI JEANS;;AACHENERSTRASSE 1253;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;KOLN;PROPRIETA';20140515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BERLIN;9O620X;ARMANI JEANS;;LEIPZIGER PLATZ 12;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;BERLIN;PROPRIETA';20140515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HAMBURG;9O6217;ARMANI JEANS;;HEEGBARG 30;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;HAMBURG;PROPRIETA';20140515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ANTWERPEN;9O630C;ARMANI JEANS;0032 3  206 99 30;LEYSSTRAAT 30;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;BELGIUM;ANTWERPEN;PROPRIETA';20131023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS PARIS;9O642H;ARMANI JEANS;;TO BE CONFIRMED;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;PARIS;PROPRIETA';20130301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ROMA;9PPH03;ARMANI JEANS;348 2803140;MALL EUROMA - VIALE DELL'OCEANO PACIFICO 83, SCARICO MERCI NORD;0;1;0;1;1;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;ROMA;RETAILER;20121201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SAO PAULO;9WU804;ARMANI JEANS;;AEROPORTO INTERNACIONAL DE SAO PAULO, GUARULHOS - TERMINAL 3DEPARTURES;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BRAZIL;SAO PAULO;RETAILER;20140301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SAO PAULO;9WU805;ARMANI JEANS;;AEROPORTO INTERNACIONAL DE SAO PAULO, GUARULHOS - TERMINAL 3ARRIVALS;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BRAZIL;SAO PAULO;RETAILER;20140501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SAO PAULO;9WU807;ARMANI JEANS;;SAN PAOLO AIRPORT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BRAZIL;SAO PAULO;RETAILER;20110101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KIEV;9ZK602;ARMANI JEANS;00380 44 2792206;GORODOTSKOGO STREET 6;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UKRAINE;KIEV;RETAILER;20041028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS CARACAS;9ZWX05;ARMANI JEANS;0058-212-5622760;AV.DA PRINCIPAL DE LA CASTELLANAENTRE 2DA Y 3RA TRANSVERSAL QUINTA CASABLANCA;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;VENEZUELA;CARACAS;RETAILER;20040101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KIEV;A18R0D;ARMANI JEANS;;DUTY FREE FASHION, AIRPORT KYIV BORYSPIL;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UKRAINE;KIEV;RETAILER;20110601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS FRANKFURT AM MAIN;A18R0I;ARMANI JEANS;;TERMINAL T1B /AIRSIDE;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;GERMANY;FRANKFURT AM MAIN;RETAILER;20130201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KHIMKI;A18R0P;ARMANI JEANS;;SHEREMTYEVO INTERNATIONAL AIRPORT, TERMINAL E, MOSCOW REGION;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;RUSSIAN FEDERATION;KHIMKI;RETAILER;20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS GARDERMOEN;A18R0Q;ARMANI JEANS;00 47 98 25 31 70;OSLO AIRPORT, TRAVEL RETAIL NORWAY AS  - POSTBOKS 223;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;NORWAY;GARDERMOEN;RETAILER;20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MOSCOW;A18R0R;ARMANI JEANS;;DOMODEDOVO INTERNATIONAL AIRPORT, TERMINAL D;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;GERMANY;MOSCOW;RETAILER;20131001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS NOVOSIBIRSK;A18R0T;ARMANI JEANS;;TOLMACHEVO INTERNATIONAL AIRPORT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;RUSSIAN FEDERATION;NOVOSIBIRSK;RETAILER;20140501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ANKARA;A1J602;ARMANI JEANS;0090 3124265600;NEXT LEVEL AVM SOGUTOZU CADDES;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;TURKEY;ANKARA;RETAILER;20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS METZ;A1LZ01;ARMANI JEANS;01 42 82 87 93;12 RUE PONCELET;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;FRANCE;METZ;RETAILER;20070801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BORDEAUX;A1LZ08;ARMANI JEANS;01 42 82 87 93;11/19 RUE ST CATHERINE;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;FRANCE;BORDEAUX;RETAILER;20080901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS PARIS;A1LZ0N;ARMANI JEANS;+33 445385287;RUE DU DEPART 22;0;1;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;FRANCE;PARIS;RETAILER;20080901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MILANO;A1Z005;ARMANI JEANS;02730357;AEROPORTO MILANO LINATE;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;ITALY;MILANO;RETAILER;20110715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SOMMA LOMBARDO;A1Z006;ARMANI JEANS;02 585853264;MALPENSA 2000 TERMINAL 2;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;ITALY;SOMMA LOMBARDO;RETAILER;20120115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ORIO AL SERIO;A1Z007;ARMANI JEANS;035 4210612;VIA AEROPORTO 13;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;ORIO AL SERIO;RETAILER;20120115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS FERNO;A1Z008;ARMANI JEANS;;MALPENSA 2000 TERMINAL 1 AREA A SHENGEN;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;FERNO;RETAILER;20130715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS STRATFORD;A28S07;ARMANI JEANS;;SU 1065 -  GROUND FLOOR - THE GALLERY - WESTFIELD STRATFORDCITY;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);STRATFORD;PROPRIETA';20111201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS LONDON;A28S11;ARMANI JEANS;;TO BE CONFIRMED;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);LONDON;PROPRIETA';20140101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;A2QR13;ARMANI JEANS;+86 10 57382492;4/F SHIN KONG PLACE,N¡87,JIANGUO ROAD,CHAOYANG DISTRICT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;CONCESSION;20110522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MACAU;A3XN07;ARMANI JEANS;+853-28750513;LEVEL 1, NEW YAOHAN DEPARTMENT STORE, NAM VAN LAKES 1A;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;MACAO;MACAU;RETAILER;20080808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MACAU;A3XN0J;ARMANI JEANS;+853 2878 7032;G/F AVENIDA DO DR. RODRIGO RODRIGUES N.154 HIGH FIELD COURT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20110626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MACAU;A3XN0L;ARMANI JEANS;+853-28750513;SHOP 2832, THE SHOPPES AT FOUR SEASONS, ESTRADA DA BAIA DE N. SENHORA DA ESPERANCA, S/N, TAIPAI;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20121103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MACAU;A3XN0P;ARMANI JEANS;;NO. 44 DE AVENIDA DE HORTA E COSTA, EDIF. CHIU FOK,LOJA A TOC;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20140301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HARBIN;A4MZ0A;ARMANI JEANS;86-451-53608233;2/F GRAND SHOPPING CENTRE, NO.378 GUOGELI STREET, NANGANG DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;HARBIN;RETAILER;20080913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS CHENGDU;A4MZ0B;ARMANI JEANS;86-28-86613170;1F, WANG FU JING DEPARTMENT STORE,WANG FU JINGBUILDING, 15 ZONGFU ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;CHENGDU;RETAILER;20080905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS CHONGQING;A4MZ0C;ARMANI JEANS;86 23 6380 0987;SHOP LG 21-25, CHONGQING METROPOLITAN PLAZA, 68 ZHOU RONG LU, CENTRAL DISTRIT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHONGQING;RETAILER;20090320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENZHEN;A4MZ0D;ARMANI JEANS;86-755-8629-8221;B1-12-13-14, YITIAN HOLIDAY PLAZA, NO. 9028 OF SHENNAN AVENUE, NANSHAN DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENZHEN;RETAILER;20080830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KUNMING;A4MZ0L;ARMANI JEANS;86-871-5656691;FLOOR2.NO.1020.KINGKO DEPARTMENT (SHIGUANG). NO.985 BEIJINGROAD, YUNNAN;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;KUNMING;RETAILER;20091218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HARBIN;A4MZ1E;ARMANI JEANS;;MYKAL PREMIER DPT STORE CO.LTD. INTERCHANGE OF SHITAODAO ST.& SHANGZHI ST.;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;HARBIN;RETAILER;15821015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENZHEN;A4MZ1J;ARMANI JEANS;86-75-22657737;2/F KK MALL, KINGKEY FINANCIAL CENTER, SHENNEN RD/HONGLING RD;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENZHEN;RETAILER;20110201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS XIAN;A4MZ1K;ARMANI JEANS;86 029 87656242;N.1 LUO MA SHI EAST AVENUE XIAN;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;XIAN;RETAILER;20110312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KUNMING;A4MZ1L;ARMANI JEANS;86-871-3191605;GINKO DEPT.STORE, 2F, (JIN LONG STORE), NO.90 BAI TA ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;KUNMING;RETAILER;20110929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HUIZHOU CITY;A4MZ1M;ARMANI JEANS;86-752-7190113;HUAMAO PALACE, 1112-1113 AJ SHOP, 1F, NO.9 WENCHANG YI ROAD,JIANGBEI, GUANGDONG PROV.;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;HUIZHOU CITY;RETAILER;20111217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
